Category,Message
spam,"Instant Cash Award: Get 10,000 Instagram followers and TikTok likes instantly for only $9.99. Reply with your full name, phone number, and mailing address to claim."
ham,"Hi Robert, Here is the updated project roadmap following our team discussion yesterday. Thanks, Olivia"
ham,"Hi team, please find attached the meeting notes and action items from today's sprint planning session."
ham,"Dear Dr. Miller, The conference room for tomorrow's client presentation has been reserved. Sincerely, Noah"
spam,"URGENT ALERT: Get 10,000 Instagram followers and TikTok likes instantly for only $9.99. Click here immediately: http://promo-reward-portal.com"
spam,"Instant Cash Award: Urgent: Unrecognized login detected from Moscow, Russia. Secure your account now. Click here immediately: http://promo-reward-portal.com"
spam,"ATTENTION: IRS Tax Refund Notification. You have an unclaimed refund of $1,840. Submit your tax identification form at http://irs-tax-refunds-gov.biz"
ham,"Hey Sarah, Here is the updated project roadmap following our team discussion yesterday. Cheers, James"
ham,"Hi everyone, Here is the updated project roadmap following our team discussion yesterday. Best regards, Liam"
spam,"Limited Time Offer: Save 75% on health supplements, vitamins and male enhancement pills with free shipping. Hurry, offer expires in 6 hours! Act now."
spam,"ATTENTION: IRS Tax Refund Notification. You have an unclaimed refund of $1,840. Submit your tax identification form at http://irs-tax-refunds-gov.biz"
ham,"Hi Robert, Please review the attached contract draft and let me know if you have any changes. Thanks, Mia"
spam,"EXCLUSIVE PROMOTION: Earn up to $3,000 every week working just 2 hours a day from your phone or laptop. Download your prize confirmation certificate at http://rewards-winner.net"
ham,"Hi Robert, I reviewed your code changes and left a couple of minor comments on GitHub. Talk soon, Noah"
ham,"Dear Dr. Miller, I will be out of the office next Tuesday for a doctor appointment. Cheers, Olivia"
ham,"Hi everyone, The conference room for tomorrow's client presentation has been reserved. Warmly, James"
spam,"You have received 1 new pending wire transfer of $4,500.00. Click here to confirm transaction details and accept funds."
ham,"Hey buddy, Let me know if 3:00 PM works for a quick 15-minute sync on the marketing campaign. Talk soon, Sophia"
spam,"ACTION REQUIRED: Hot discount deals on electronics, smartphones and laptops. Order now while stock lasts. Hurry, offer expires in 6 hours! Act now."
ham,"Dear Dr. Miller, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Sincerely, Mia"
ham,"Hello Team, The deployment to staging completed without any errors. Ready for QA testing. Talk soon, Noah"
spam,WINNER!! As a valued customer you have been chosen to win a £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
spam,Guaranteed Weight Loss! Drop 20 pounds in 2 weeks without diet or exercise. 100% natural miracle supplement. Order now for 70% off!
ham,"Hi everyone, Please review the attached contract draft and let me know if you have any changes. Talk soon, Noah"
ham,"Dear Customer, Let me know if 3:00 PM works for a quick 15-minute sync on the marketing campaign. Talk soon, Sophia"
ham,"Good afternoon Rachel, Let me know if 3:00 PM works for a quick 15-minute sync on the marketing campaign. Thanks, Daniel"
ham,Your ride with Uber has completed. Total charged: $14.25. View your trip receipt in the app.
spam,"EXCLUSIVE PROMOTION: You have been pre-selected for a $25,000 unsecured personal loan at low interest rate. Click here immediately: http://promo-reward-portal.com"
ham,"Good morning David, Here is the updated project roadmap following our team discussion yesterday. Have a great day, Sophia"
spam,Final Notice: Your vehicle warranty has expired. Call 1-800-555-0199 immediately to renew coverage before your policy is cancelled.
ham,"Hey buddy, I will be out of the office next Tuesday for a doctor appointment. Warmly, Lucas"
ham,"Hello Team, Attached is the agenda for our upcoming quarterly business review. Thanks, Olivia"
ham,"Hello Team, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Cheers, Mia"
spam,"Work from home and earn $500 to $1,500 daily with no experience required! Flexible hours. Start immediately by clicking here."
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18+ T&Cs apply.
spam,"SECURITY NOTICE: Get 10,000 Instagram followers and TikTok likes instantly for only $9.99. Click here immediately: http://promo-reward-portal.com"
spam,"Special Offer: Buy Viagra, Cialis and generic medication online without prescription. Fast discreet worldwide shipping. 80% discount."
spam,"ACTION REQUIRED: Your online banking password expires in 24 hours. Log in now to keep your account active. Hurry, offer expires in 6 hours! Act now."
spam,"Dear Winner, You have inherited $8.5 Million USD from a deceased relative. Reply with your passport and bank info to start transfer process."
spam,FINAL NOTICE: Your online banking password expires in 24 hours. Log in now to keep your account active. Call toll-free 1-800-555-9122 now to claim before midnight.
ham,"Dear Dr. Miller, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Talk soon, Lucas"
spam,ACTION REQUIRED: You won a brand new iPhone 15 Pro! Confirm your shipping address to receive delivery. Visit http://secure-portal-update.org to update your credentials immediately.
ham,"Hi team, please find attached the meeting notes and action items from today's sprint planning session."
spam,"Get pre-approved for an instant cash loan of up to $50,000 with 0% APR for the first 12 months! Apply online today at http://fast-instant-cash.net"
ham,"Hi everyone, I will be out of the office next Tuesday for a doctor appointment. Thanks, Daniel"
ham,The server maintenance has been successfully completed. All systems and database instances are fully operational.
spam,Instant Cash Award: You won a brand new iPhone 15 Pro! Confirm your shipping address to receive delivery. Download your prize confirmation certificate at http://rewards-winner.net
spam,"SECURITY NOTICE: Get 10,000 Instagram followers and TikTok likes instantly for only $9.99. Download your prize confirmation certificate at http://rewards-winner.net"
ham,"Good morning David, I reviewed your code changes and left a couple of minor comments on GitHub. Cheers, Noah"
ham,"Dear Dr. Miller, Let me know if 3:00 PM works for a quick 15-minute sync on the marketing campaign. Cheers, Ava"
spam,"Instant Cash Award: Get 10,000 Instagram followers and TikTok likes instantly for only $9.99. Visit http://secure-portal-update.org to update your credentials immediately."
spam,URGENT: Your account has been temporarily locked due to suspicious login attempts. Verify your details immediately at http://security-bank-auth.com to restore access.
spam,"EXCLUSIVE PROMOTION: Urgent: Unrecognized login detected from Moscow, Russia. Secure your account now. Download your prize confirmation certificate at http://rewards-winner.net"
spam,"Urgent Alert: Suspicious transaction of $899.00 detected on your Amazon account. If this was not you, call fraud prevention immediately at 1-888-234-5678."
ham,"Hey buddy, Let me know if 3:00 PM works for a quick 15-minute sync on the marketing campaign. Thanks, Olivia"
ham,"Hi Robert, The conference room for tomorrow's client presentation has been reserved. Sincerely, Olivia"
spam,ACTION REQUIRED: Your Apple ID has been locked for security reasons. Click here to verify your identity. Text WIN to 78900 to enter now. Standard rates apply.
spam,"EXCLUSIVE PROMOTION: Urgent: Unrecognized login detected from Moscow, Russia. Secure your account now. Hurry, offer expires in 6 hours! Act now."
ham,"Dear Customer, Attached is the agenda for our upcoming quarterly business review. Have a great day, Mia"
ham,"Hello Team, Let me know if 3:00 PM works for a quick 15-minute sync on the marketing campaign. Best regards, James"
ham,"Dear Dr. Miller, Can you send me the latest version of the spreadsheet when you get a chance? Thanks, Daniel"
ham,"Hello Team, Attached is the agenda for our upcoming quarterly business review. Sincerely, Lucas"
spam,SECURITY NOTICE: Refinance your mortgage today and save hundreds every month. No closing costs! Call toll-free 1-800-555-9122 now to claim before midnight.
ham,Please find attached your monthly bank statement for the period ending March 31st. Thank you for banking with us.
spam,"ACTION REQUIRED: Claim your $500 gift card today by completing this 2-minute survey. Hurry, offer expires in 6 hours! Act now."
spam,"Instant Cash Award: Hot discount deals on electronics, smartphones and laptops. Order now while stock lasts. Hurry, offer expires in 6 hours! Act now."
ham,"Good morning Sarah, could you please review the attached slide deck before our client presentation at 2 PM?"
spam,"You're a winner! Your Apple ID has been locked for security reasons. Click here to verify your identity. Reply with your full name, phone number, and mailing address to claim."
ham,"Hey Sarah, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Best regards, Mia"
